procurement_id,issuing_agency,agency_type,agency_location,country,contract_title,contract_category,naics_code,estimated_contract_value,incumbent_vendor,contract_duration,bid_open_date,bid_close_date,renewal_date,last_award_date,submission_requirements,procurement_portal,contact_email,contact_phone,vendor_dependencies,operational_weakness,automation_opportunity,recurring_revenue_potential,prime_pathwy_priority,data_date,source
PROC-02696,Alameda County — GSA Purchasing,County,"Oakland, CA",US,Fleet Maintenance & Vehicle Repair Services — Alameda County,Fleet Maintenance & Vehicle Services,541512,"$5,000,000–$10,000,000",Regional Service Provider,3 Years + 2 Options,2026-07-13,2026-10-13,2027-01-17,2024-12-08,"RFQ Response, DUNS/SAM Registration, Bonding Proof, W-9, Past Performance",https://gsa.acgov.org/purchasing/,purchasing@acgov.org,(510) 208-9600,Primary: Regional Service Provider; Secondary: Regional subcontractors,Incumbent pricing 30%+ above market — cost reduction opportunity,Paper timesheets — digital workforce management opportunity,"$7,500/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02697,City of Fairfield — Purchasing,Municipal,"Fairfield, CA",US,Facilities Maintenance & Repair Services — City of Fairfield,Facilities Maintenance & Repair,561710,"$10,000,000–$25,000,000",Waste Management Inc.,3 Years + 2 Options,2026-09-01,2026-10-11,2027-05-28,2026-04-18,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://www.fairfieldplanroom.com/projects/public,purchasing@fairfield.ca.gov,(707) 428-7495,Primary: Waste Management Inc.; Secondary: Regional subcontractors,Incumbent contract expires with no renewal option — open competition,Email-based bid notifications — automated alert system opportunity,"$2,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02701,City of Vallejo — Purchasing Division,Municipal,"Vallejo, CA",US,IT Infrastructure & Managed Services Contract — City of Vallejo,IT Infrastructure & Managed Services,541512,"$5,000,000–$10,000,000",G4S Secure Solutions,3 Years,2026-07-24,2026-08-30,2028-02-20,2024-11-21,"Online Portal Registration, Capability Statement, GSA Schedule Number",https://vendors.planetbids.com/portal/42510/bo/bo-search,finance@cityofvallejo.net,(707) 648-4592,Primary: G4S Secure Solutions; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Manual scheduling of recurring services — automation ROI 300%+,"$15,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02702,San Francisco Municipal Transportation Agency (SFMTA),Transit Authority,"San Francisco, CA",US,Uniformed Security Guard Services — San Francisco Municipal Transportation Agency (SFMTA),Security Guard Services,561720,"$10,000,000–$25,000,000",Regional Service Provider,5 Years,2026-06-12,2026-08-28,2028-05-16,2025-01-24,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://www.sfmta.com/about-sfmta/procurement,procurement@sfmta.com,(415) 701-4500,Primary: Regional Service Provider; Secondary: Regional subcontractors,New agency director — procurement philosophy shift expected,Email-based bid notifications — automated alert system opportunity,"$25,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02710,City of Vacaville — Administrative Services,Municipal,"Vacaville, CA",US,Temporary Staffing & Workforce Solutions — City of Vacaville,Staffing & Temporary Labor,562111,"$150,000–$300,000",Parsons Corporation,1 Year,2026-09-24,2026-10-13,2026-10-29,2024-12-15,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://www.cityofvacaville.com/departments/administrative-services,purchasing@cityofvacaville.com,(707) 449-5100,Primary: Parsons Corporation; Secondary: Regional subcontractors,Incumbent lacks digital reporting capability — tech upgrade opportunity,Manual invoice processing — AI automation saves 40+ hours/month,"$50,000/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02712,Solano County — Purchasing Services,County,"Fairfield, CA",US,Debris Removal & Waste Hauling Services — Solano County,Debris Removal & Waste Management,562111,"$75,000–$150,000",Coverall Holding Company,3 Years + 2 Options,2026-07-13,2026-10-05,2027-05-16,2025-12-26,"SOQ (Statement of Qualifications), MWBE Certification, Safety Record, Insurance",https://www.solanocounty.com/depts/csa/purchasing/,purchasing@solanocounty.com,(707) 784-6100,Primary: Coverall Holding Company; Secondary: Regional subcontractors,Agency failed last audit — compliance consulting opportunity,Email-based bid notifications — automated alert system opportunity,"$15,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02716,California Department of Education (CDE),State,"Sacramento, CA",US,Food Services & Catering Contract — California Department of Education (CDE),Food Services & Catering,561730,"$25,000–$75,000",ManTech International,5 Years + 2 Options,2026-06-24,2026-10-21,2027-06-25,2025-06-18,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://www.cde.ca.gov/re/di/oi/,cde.procurement@cde.ca.gov,(916) 319-0800,Primary: ManTech International; Secondary: Regional subcontractors,Incumbent pricing 30%+ above market — cost reduction opportunity,Manual scheduling of recurring services — automation ROI 300%+,"$10,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02719,Port of Oakland,Port Authority,"Oakland, CA",US,Facilities Maintenance & Repair Services — Port of Oakland,Facilities Maintenance & Repair,561720,"$1,000,000–$2,500,000",Robert Half International,2 Years,2026-08-13,2026-10-11,2028-02-09,2024-08-05,"RFQ Response, DUNS/SAM Registration, Bonding Proof, W-9, Past Performance",https://www.portofoakland.com/business/procurement/,procurement@portofoakland.com,(510) 627-1100,Primary: Robert Half International; Secondary: Regional subcontractors,Incumbent pricing 30%+ above market — cost reduction opportunity,Spreadsheet-based vendor management — CRM integration opportunity,"$7,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02721,Los Angeles Unified School District (LAUSD),School District,"Los Angeles, CA",US,HVAC Maintenance & Mechanical Services — Los Angeles Unified School District (LAUSD),HVAC & Mechanical Services,562111,"$25,000–$75,000",SAIC (Science Applications International Corp.),2 Years,2026-06-16,2026-10-27,2026-11-18,2025-11-08,"Online Portal Registration, Capability Statement, GSA Schedule Number",https://achieve.lausd.net/Page/1068,procurement@lausd.net,(213) 241-1000,Primary: SAIC (Science Applications International Corp.); Secondary: Regional subcontractors,Incumbent pricing 30%+ above market — cost reduction opportunity,Manual contract renewal tracking — automated renewal system opportunity,"$5,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02722,University of California System (UC),State/University,"Oakland, CA",US,Temporary Staffing & Workforce Solutions — University of California System (UC),Staffing & Temporary Labor,484110,"$150,000–$300,000",Fluor Corporation,3 Years,2026-08-12,2026-11-16,2027-01-24,2025-04-12,"Technical Proposal, Price Schedule, Organizational Chart, Key Personnel Resumes",https://procurement.universityofcalifornia.edu,uc.procurement@ucop.edu,(510) 987-9074,Primary: Fluor Corporation; Secondary: Regional subcontractors,Agency failed last audit — compliance consulting opportunity,Manual invoice processing — AI automation saves 40+ hours/month,"$5,000/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02731,Los Angeles Unified School District (LAUSD),School District,"Los Angeles, CA",US,Uniformed Security Guard Services — Los Angeles Unified School District (LAUSD),Security Guard Services,561710,"$1,000,000–$2,500,000",Jan-Pro Franchising International,1 Year,2026-08-19,2026-07-24,2027-06-23,2025-01-30,"Bid Form, Unit Price Schedule, Subcontractor List, DBE Compliance Plan",https://achieve.lausd.net/Page/1068,procurement@lausd.net,(213) 241-1000,Primary: Jan-Pro Franchising International; Secondary: Regional subcontractors,Contract approaching renewal — 90-day window to position,Paper timesheets — digital workforce management opportunity,"$2,500/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02732,California Department of General Services (DGS),State,"Sacramento, CA",US,Food Services & Catering Contract — California Department of General Services (DGS),Food Services & Catering,493110,"$500,000–$1,000,000",Regional Service Provider,5 Years,2026-07-01,2026-07-31,2027-05-31,2025-06-19,"Bid Bond (5%), Performance Bond (100%), Payment Bond (100%), NAICS Certification",https://www.dgs.ca.gov/PD,dgs.procurement@dgs.ca.gov,(916) 376-5000,Primary: Regional Service Provider; Secondary: Regional subcontractors,New agency director — procurement philosophy shift expected,Spreadsheet-based vendor management — CRM integration opportunity,"$25,000/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02734,California Department of Education (CDE),State,"Sacramento, CA",US,Custodial Services Contract — California Department of Education (CDE),Janitorial & Custodial Services,561710,"$10,000,000–$25,000,000",Recall Holdings,1 Year + 4 Options,2026-06-12,2026-07-15,2027-04-16,2025-08-10,"RFQ Response, DUNS/SAM Registration, Bonding Proof, W-9, Past Performance",https://www.cde.ca.gov/re/di/oi/,cde.procurement@cde.ca.gov,(916) 319-0800,Primary: Recall Holdings; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$2,500/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02736,San Francisco Municipal Transportation Agency (SFMTA),Transit Authority,"San Francisco, CA",US,Professional Consulting Services — San Francisco Municipal Transportation Agency (SFMTA),Consulting & Professional Services,541513,"$10,000,000–$25,000,000",Unknown/No Incumbent,5 Years,2026-08-27,2026-08-12,2026-09-01,2025-04-02,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://www.sfmta.com/about-sfmta/procurement,procurement@sfmta.com,(415) 701-4500,Primary: Unknown/No Incumbent; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Manual route optimization for service delivery — AI routing saves 20% fuel cost,"$2,500/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02737,Port of Oakland,Port Authority,"Oakland, CA",US,Fleet Maintenance & Vehicle Repair Services — Port of Oakland,Fleet Maintenance & Vehicle Services,561612,"$150,000–$300,000",Jacobs Engineering Group,1 Year + 4 Options,2026-07-15,2026-08-10,2027-11-22,2025-05-25,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://www.portofoakland.com/business/procurement/,procurement@portofoakland.com,(510) 627-1100,Primary: Jacobs Engineering Group; Secondary: Regional subcontractors,Agency issued corrective action to incumbent — replacement opportunity,Email-based bid notifications — automated alert system opportunity,"$50,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02738,San Francisco Municipal Transportation Agency (SFMTA),Transit Authority,"San Francisco, CA",US,Facilities Maintenance & Repair Services — San Francisco Municipal Transportation Agency (SFMTA),Facilities Maintenance & Repair,493110,"$5,000,000–$10,000,000",Adecco Group,5 Years,2026-09-03,2026-10-16,2028-05-26,2025-11-01,"RFQ Response, DUNS/SAM Registration, Bonding Proof, W-9, Past Performance",https://www.sfmta.com/about-sfmta/procurement,procurement@sfmta.com,(415) 701-4500,Primary: Adecco Group; Secondary: Regional subcontractors,Incumbent lacks digital reporting capability — tech upgrade opportunity,Manual contract renewal tracking — automated renewal system opportunity,"$25,000/mo",MEDIUM — 60-Day Pipeline,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02746,Sacramento County — Purchasing Division,County,"Sacramento, CA",US,Fleet Maintenance & Vehicle Repair Services — Sacramento County,Fleet Maintenance & Vehicle Services,561612,"$75,000–$150,000",Pitney Bowes Inc.,5 Years,2026-08-12,2026-09-21,2027-07-18,2025-12-12,"Online Portal Registration, Capability Statement, GSA Schedule Number",https://www.saccounty.gov/departments/purchasing,purchasing@saccounty.gov,(916) 875-6060,Primary: Pitney Bowes Inc.; Secondary: Regional subcontractors,Incumbent lacks digital reporting capability — tech upgrade opportunity,Manual scheduling of recurring services — automation ROI 300%+,"$25,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02747,California Department of General Services (DGS),State,"Sacramento, CA",US,AI & Process Automation Implementation Services — California Department of General Services (DGS),AI & Automation Implementation,561720,"$25,000–$75,000",Local Independent Vendor,1 Year + 4 Options,2026-08-21,2026-08-26,2026-09-28,2025-10-06,"RFP Response, ISO 9001 Certification, Environmental Compliance Documentation",https://www.dgs.ca.gov/PD,dgs.procurement@dgs.ca.gov,(916) 376-5000,Primary: Local Independent Vendor; Secondary: Regional subcontractors,Incumbent pricing 30%+ above market — cost reduction opportunity,Paper timesheets — digital workforce management opportunity,"$5,000/mo",WATCH — 90+ Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02751,City of Fairfield — Purchasing,Municipal,"Fairfield, CA",US,Debris Removal & Waste Hauling Services — City of Fairfield,Debris Removal & Waste Management,561720,"$1,000,000–$2,500,000",ABM Industries Inc.,Indefinite Delivery/Indefinite Quantity (IDIQ),2026-09-19,2026-10-08,2028-05-25,2025-06-30,"RFP Response, Financial Statements, References (3), Insurance Certificates, Business License",https://www.fairfieldplanroom.com/projects/public,purchasing@fairfield.ca.gov,(707) 428-7495,Primary: ABM Industries Inc.; Secondary: Regional subcontractors,Incumbent lacks digital reporting capability — tech upgrade opportunity,Spreadsheet-based vendor management — CRM integration opportunity,"$25,000/mo",HIGH — Prepare in 30 Days,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
PROC-02752,San Francisco Municipal Transportation Agency (SFMTA),Transit Authority,"San Francisco, CA",US,Food Services & Catering Contract — San Francisco Municipal Transportation Agency (SFMTA),Food Services & Catering,561710,"$300,000–$500,000",Stericycle Inc.,2 Years,2026-09-26,2026-11-03,2027-02-13,2026-01-11,"SOQ (Statement of Qualifications), MWBE Certification, Safety Record, Insurance",https://www.sfmta.com/about-sfmta/procurement,procurement@sfmta.com,(415) 701-4500,Primary: Stericycle Inc.; Secondary: Regional subcontractors,Agency has budget surplus in Q4 — accelerated procurement window,Manual contract renewal tracking — automated renewal system opportunity,"$10,000/mo",CRITICAL — Bid Now,2026-05-29,Prime Pathwy Procurement Intelligence Engine v2.0
