source,target,relationship_type,weight,operational_dependency_level,recurring_revenue_relevance,monetization_potential,contract_value,renewal_date,prime_pathwy_priority
PP-PRIME-PATHWY,ENT-00731,ai_automation_target,0.59,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00732,ai_automation_target,0.885,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00734,ai_automation_target,0.507,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00740,ai_automation_target,0.677,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00741,ai_automation_target,0.679,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00747,ai_automation_target,0.588,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00749,ai_automation_target,0.564,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00750,ai_automation_target,0.565,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00755,ai_automation_target,0.92,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00757,ai_automation_target,0.949,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00758,ai_automation_target,0.742,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00760,ai_automation_target,0.502,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00761,ai_automation_target,0.543,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00762,ai_automation_target,0.771,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00763,ai_automation_target,0.691,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00764,ai_automation_target,0.513,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00765,ai_automation_target,0.836,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00766,ai_automation_target,0.849,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00767,ai_automation_target,0.552,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00768,ai_automation_target,0.938,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00770,ai_automation_target,0.542,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00772,ai_automation_target,0.58,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00773,ai_automation_target,0.71,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00774,ai_automation_target,0.597,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00776,ai_automation_target,0.804,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00777,ai_automation_target,0.787,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00783,ai_automation_target,0.876,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00788,ai_automation_target,0.771,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00789,ai_automation_target,0.719,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00790,ai_automation_target,0.619,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00796,ai_automation_target,0.92,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00797,ai_automation_target,0.74,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00799,ai_automation_target,0.505,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00801,ai_automation_target,0.777,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00805,ai_automation_target,0.7,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00806,ai_automation_target,0.514,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00807,ai_automation_target,0.752,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00812,ai_automation_target,0.827,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00823,ai_automation_target,0.793,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00824,ai_automation_target,0.588,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00830,ai_automation_target,0.928,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00834,ai_automation_target,0.785,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00835,ai_automation_target,0.84,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00836,ai_automation_target,0.519,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00838,ai_automation_target,0.621,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00843,ai_automation_target,0.647,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00844,ai_automation_target,0.763,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00847,ai_automation_target,0.63,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00849,ai_automation_target,0.744,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00851,ai_automation_target,0.558,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00852,ai_automation_target,0.638,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00859,ai_automation_target,0.534,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00863,ai_automation_target,0.943,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00867,ai_automation_target,0.804,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00869,ai_automation_target,0.514,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00870,ai_automation_target,0.947,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00872,ai_automation_target,0.517,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00876,ai_automation_target,0.853,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00878,ai_automation_target,0.873,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00879,ai_automation_target,0.528,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00881,ai_automation_target,0.79,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00882,ai_automation_target,0.686,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00885,ai_automation_target,0.724,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00886,ai_automation_target,0.739,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00890,ai_automation_target,0.854,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00891,ai_automation_target,0.769,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00895,ai_automation_target,0.564,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00896,ai_automation_target,0.89,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00899,ai_automation_target,0.805,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00900,ai_automation_target,0.831,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00902,ai_automation_target,0.557,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00910,ai_automation_target,0.719,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00911,ai_automation_target,0.504,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00913,ai_automation_target,0.793,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00916,ai_automation_target,0.682,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00917,ai_automation_target,0.616,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00918,ai_automation_target,0.936,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00920,ai_automation_target,0.76,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00922,ai_automation_target,0.9,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00924,ai_automation_target,0.882,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00925,ai_automation_target,0.749,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00930,ai_automation_target,0.784,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00931,ai_automation_target,0.647,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00933,ai_automation_target,0.588,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00934,ai_automation_target,0.655,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00935,ai_automation_target,0.867,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00936,ai_automation_target,0.543,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00938,ai_automation_target,0.898,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00939,ai_automation_target,0.651,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00940,ai_automation_target,0.665,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00941,ai_automation_target,0.592,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00943,ai_automation_target,0.523,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00944,ai_automation_target,0.644,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00945,ai_automation_target,0.573,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00946,ai_automation_target,0.78,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00948,ai_automation_target,0.73,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00949,ai_automation_target,0.657,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00950,ai_automation_target,0.605,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00952,ai_automation_target,0.62,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00954,ai_automation_target,0.749,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00959,ai_automation_target,0.717,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00960,ai_automation_target,0.543,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00962,ai_automation_target,0.622,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00965,ai_automation_target,0.689,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00968,ai_automation_target,0.77,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00971,ai_automation_target,0.889,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00972,ai_automation_target,0.689,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00973,ai_automation_target,0.749,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00975,ai_automation_target,0.592,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00976,ai_automation_target,0.819,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00978,ai_automation_target,0.649,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00979,ai_automation_target,0.558,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00980,ai_automation_target,0.824,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00981,ai_automation_target,0.639,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00982,ai_automation_target,0.735,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00984,ai_automation_target,0.887,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00985,ai_automation_target,0.503,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00987,ai_automation_target,0.542,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00988,ai_automation_target,0.783,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00994,ai_automation_target,0.748,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-00999,ai_automation_target,0.564,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-01009,ai_automation_target,0.862,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-01010,ai_automation_target,0.76,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-01011,ai_automation_target,0.833,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-01012,ai_automation_target,0.938,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-01013,ai_automation_target,0.903,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-01014,ai_automation_target,0.864,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-01015,ai_automation_target,0.789,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
PP-PRIME-PATHWY,ENT-01017,ai_automation_target,0.525,Medium,Very High,AI Implementation — $5K–$25K,,,HIGH — AI Implementation Target
